id,twitter_query,followers_count,statuses_count,favourites_count,name,listed_count,friends_count,cluster,messages_sent,messages_received,out_degree,in_degree,degree,messages_total,contribution_index,sentiment_avg,emotionality_avg,complexity_avg
sajalsamiur,BTC,24,4426,1841,Samiur Rahman SajaL,2,1653,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3335876166820526,0.2764809727668762,10.78995418548584
sanchooo10,LINK,0,0,0,Jadon Sancho,0,0,cluster_4,,,,,,,,,,
scotchtape1990,BTC,31,278,352,tom foolery,1,781,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0066576553508639336,0.41185182332992554,7.3247294425964355
skiall3,BTC,0,0,0,Skiall,0,0,cluster_4,,,,,,,,,,
sunshine_201320,ETH,0,0,0,fahimeh,0,0,cluster_4,,,,,,,,,,
sxpremeallah,ETH,0,0,0,Premo,0,0,cluster_4,,,,,,,,,,
techfluencing,BTC,463,4800,13646,Mario s.mindfl,82,413,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7775012254714966,0.21735955774784088,11.170000076293945
that_goankid,BTC,416,11169,34914,Rohitpagi,10,996,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.12994883954524994,0.20960873365402222,6.9918646812438965
timnugent,ETH2,300,489,9209,timnugent.eth,13,1529,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.23317047953605652,0.28471532464027405,7.034130096435547
tnjw07,SOL,0,0,0,Tyler Durden,0,0,cluster_4,,,,,,,,,,
toptieralerts,LINK,0,0,0,Top Tier Alerts,0,0,cluster_4,,,,,,,,,,
txt_newg,LINK,0,0,0,TXT New G México ❅⁵,0,0,cluster_4,,,,,,,,,,
ugurglah1,BTC,3,187,257,Ugur Gülşah,0,185,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.801397442817688,0.3640884757041931,9.105535507202148
vahinclauderaou,SOL,0,0,0,Vahiny.Claude,0,0,cluster_4,,,,,,,,,,
wolfof_crypto_,BTC,39,107,111,The wolf of crypto,2,36,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.013164537958800793,0.28109899163246155,6.414212703704834
xeiknaga,SOL,0,0,0,xEik,0,0,cluster_4,,,,,,,,,,
xmollygdoublee,BTC,38,45119,5262,-          𝑀𝑜𝑙𝑙𝑦,0,544,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5074626803398132,0.014925372786819935,11.507938385009766
yan_aguiarc,BTC,2,24,11,Yan_Aguiar,0,14,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.9469730854034424,0.21107304096221924,5.716006755828857
yatirimdahisi,BTC,0,0,0,𝐎𝐳𝐦𝐞𝐧 ₿𝐫𝐨𝐭𝐡𝐞𝐫𝐬 ,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
yeahilike,LINK,0,0,0,Anthony Zheng Gao,0,0,cluster_4,,,,,,,,,,
yooarrenotalone,ETH,0,0,0,YouAreNotAlone,0,0,cluster_4,,,,,,,,,,
youtube_token,BTC,0,0,0,YoutubeToken,0,0,cluster_4,,,,,,,,,,
1way_xrp,BTC,2889,7950,25592,OneWay_XRP,18,1674,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.5944386124610901,0.400566965341568,6.999236583709717
_lopezperdomo,LINK,0,0,0,López Perdomo,0,0,cluster_4,,,,,,,,,,
actuallyoutside,SOL,0,0,0,#1 Bladee fan page official,0,0,cluster_4,,,,,,,,,,
adeyemivictora3,BTC,0,0,0,Victor Adeyemi,0,0,cluster_4,,,,,,,,,,
ahyameteh,BTC,74,2133,389,me,0,555,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
alexis_roussel,BTC,0,0,0,Alexis Roussel,0,0,cluster_4,,,,,,,,,,
armaganyiit1,BTC,59,151,1505,Armi🤗🍀🥰,3,556,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8395980596542358,0.3526809513568878,10.280501365661621
armin037,BTC,10,3890,3820,Armin,0,36,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.549687460064888,0.2433275356888771,10.241326808929443
asikwin,BTC,243,10081,4212,bigwinwhen_,1,2896,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.45025238394737244,0.14737039804458618,5.323541164398193
bassegona,BTC,31,392,54,Egona Bass,0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9005863666534424,0.2574222981929779,4.905101776123047
blockchainx4,SOL,0,0,0,BlockChainX5,0,0,cluster_4,,,,,,,,,,
bmvlxksggubmdqn,BTC,1,12,15,みくり,1,6,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
burritoconcoca,LINK,0,0,0,El Chihuahuita,0,0,cluster_4,,,,,,,,,,
candacesxhot1,LINK,0,0,0,Candacesxhot (+18),0,0,cluster_4,,,,,,,,,,
chainlinkmunki,SOL,0,0,0,Munki,0,0,cluster_4,,,,,,,,,,
coerndyan,SOL,0,0,0,Dyan Coern,0,0,cluster_4,,,,,,,,,,
controlbabysm,LINK,0,0,0,Controlbaby​,0,0,cluster_4,,,,,,,,,,
cooljay_b,BTC,1122,13085,7971,🧘🏽‍♂️Da-Boss🧘🏽‍♂️🚀,4,1048,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.16131214797496796,0.22015801072120667,4.807905197143555
coudronmattias,ETH,13,1460,37,Mattias Coudron,1,78,cluster_4,8.0,8.0,4.0,1.0,5.0,16.0,0.0,0.41211807541549206,0.20692364126443863,6.1149375438690186
cryptochris_nft,BTC,0,0,0,Chris Crypto,0,0,cluster_4,,,,,,,,,,
cryptocoindaily,ETH2,0,0,0,Cryptocoin Alerts,0,0,cluster_4,,,,,,,,,,
cryptokor01,ETH,409,2688,4672,Crypto.Kor,9,232,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.5172306150197983,0.29545795172452927,6.155750036239624
dannyri14456290,BTC,1,1,48,Danny Richards,0,12,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.847640872001648,0.25047698616981506,5.036696434020996
darseid212,ETH2,0,0,0,darkside,0,0,cluster_4,,,,,,,,,,
digitaleshqr1,BTC,6,768,1,Productos Digitales Hqr1,0,25,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.953601062297821,0.2084473967552185,5.672727584838867
doha_0842,SOL,0,0,0,지대짱나내일한다고하였거늘,0,0,cluster_4,,,,,,,,,,
donatientchegn2,BTC,65,249,199,Donatien TCHEGNONHOU,2,702,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.60279381275177,0.14755572378635406,5.354461669921875
dreamscapesnft,ETH,0,0,0,Dreamscapes 🌌✨☁️,0,0,cluster_4,,,,,,,,,,
dudalisbo4,SOL,0,0,0,duda lisboa,0,0,cluster_4,,,,,,,,,,
egitimbilincli,BTC,1,12,6,Bilinçli Eğitim,0,136,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965
exhibiendome,SOL,0,0,0,Exhibiendome♥️ 106K,0,0,cluster_4,,,,,,,,,,
fellixnavidad,BTC,34,1136,176,Hannah,0,421,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
filiz4866,BTC,951,21846,14239,filiz topcu,6,3025,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.833943247795105,0.30196207761764526,11.663056373596191
fmfardhan,BTC,0,0,0,Fardhan Mfardhan,0,0,cluster_4,,,,,,,,,,
food_btc,BTC,0,0,0,フードデリバリー系投資家@札幌|foodpanda/menu/uber/wolt,0,0,cluster_4,,,,,,,,,,
frickavelli,ETH2,0,0,0,AstroCF♨️,0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9977889657020569,0.2907257676124573,6.664520263671875
hafafspecial,BTC,1,63,1,Hafaf Spécial,0,26,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
huseyinz133,BTC,65,3840,8207,hüseyin 133,0,189,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9545707702636719,0.3102417588233948,10.18586540222168
iconee_jp,BTC,1240,123,510,アイコニーちゃん@NFTアイコンメーカー『iconee』公式,5,492,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7375273108482361,0.17302945256233215,7.33708381652832
igalvar71,LINK,0,0,0,ignacio alvarez,0,0,cluster_4,,,,,,,,,,
ilpresidenthe,BTC,2503,11095,18788,Il Presidente 🌈🧱,4,328,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8170913457870483,0.20037496089935303,4.419871807098389
irfanoglu_erol,BTC,34,79,1663,Erol İrfanoğlu,0,31,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9591286778450012,0.36352023482322693,8.494977951049805
jlheartscrypto,ETH,0,0,0,Ben aka JL aka Jesse aka Jesse_Livermore,0,0,cluster_4,,,,,,,,,,
jungmook3,BTC,13,818,1873,Jungmook,0,192,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
kopevitma,BTC,76,1693,62,Vitma Kope,0,194,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.9286361336708069,0.3379795104265213,5.795669317245483
kwabs,LINK,0,0,0,Kwabs,0,0,cluster_4,,,,,,,,,,
ladyjustice6910,LINK,0,0,0,TraderJill - (Pronouns: Meme Queen/Your Highness),0,0,cluster_4,,,,,,,,,,
lettydemayo,SOL,0,0,0,Parvati Patil,0,0,cluster_4,,,,,,,,,,
lexiliado,LINK,0,0,0,Loco Exiliado 💝,0,0,cluster_4,,,,,,,,,,
lilpudgys,ETH,0,0,0,LIL PUDGYS SOLD OUT,0,0,cluster_4,,,,,,,,,,
lingfeng_06189,BTC,2,4,2,曾令仲,1,67,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,,,
lnx621,BTC,387,30375,1413,lnx62,0,2745,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5798314809799194,0.11418133229017258,10.184720039367676
markcris051891,BTC,2,17,1,Mark Cristopher,0,16,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
meowkenziee,LINK,0,0,0,Mackenzie,0,0,cluster_4,,,,,,,,,,
mesutdundar8,BTC,10,193,1595,mesut dundar,0,53,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8787726163864136,0.1755325198173523,9.316787719726562
metaverse_kvvvv,DOGE,0,0,0,Kelvin,0,0,cluster_4,,,,,,,,,,
mit2konstantine,BTC,781,20928,17861,Kon,7,1024,cluster_4,2.0,2.0,2.0,1.0,3.0,4.0,0.0,0.7283186316490173,0.19814224541187286,6.399120569229126
mortuaryincnft,SOL,0,0,0,Mortuary Inc.,0,0,cluster_4,,,,,,,,,,
mrnyanpasu,SOL,0,0,0,MisterNyanpasu,0,0,cluster_4,,,,,,,,,,
muhideenhassan0,SOL,0,0,0,Muhideen Hassan,0,0,cluster_4,,,,,,,,,,
nattinatasha,LINK,0,0,0,NATTI NATASHA 👸🏻,0,0,cluster_4,,,,,,,,,,
ngamelati,SOL,0,0,0,Bunga melati,0,0,cluster_4,,,,,,,,,,
nhsmith,BTC,52,110,106,Nate Smith,3,738,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6729574799537659,0.11548086255788803,5.856695175170898
nick64345600,BTC,60,454,6752,nick,0,147,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7937037348747253,0.13895130157470703,5.800323486328125
ochoaok_,ETH,0,0,0,artofkoolin.eth,0,0,cluster_4,,,,,,,,,,
omgimabagel,BTC,545,3231,5533,puppychow,4,623,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.11890682950615883,0.2280384674668312,6.652809381484985
onzannann,BTC,29,1992,389,Ilya Savelev,0,43,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9005863666534424,0.2574222981929779,4.905101776123047
oomootoybox,ETH,0,0,0,OoMoo Toybox,0,0,cluster_4,,,,,,,,,,
ootoro_2nd,BTC,2121,66511,65826,おおとろ_2nd,5,1426,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
raphael_uzoechi,BTC,6,108,40,Uzoechi Raphael,1,175,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5170217752456665,0.1502515971660614,5.834861755371094
rassicas,LINK,0,0,0,🦇🦑カイ🦑🦇,0,0,cluster_4,,,,,,,,,,
reismasiah2501,ETH2,0,0,0,CyberNonlinearHumanoidMaiden🏴,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
rkamnd2014,DOGE,0,0,0,Raaid Ali,0,0,cluster_4,,,,,,,,,,
ropii69,BTC,0,3,88,roi,0,8,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.1718163639307022,0.28872978687286377,5.570463180541992
rybinski_kacper,ETH2,0,0,0,Kacper Rybiński,0,0,cluster_4,,,,,,,,,,
satyajitpant,BTC,0,263,186,satyajit pant,0,6,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.48704099655151367,0.2102625072002411,6.691168308258057
scorchedrealm,ETH,0,0,0,scorchedrealmΞ(henpai),0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
scottadamssays,LINK,0,0,0,Scott Adams,0,0,cluster_4,,,,,,,,,,
senmutula,LINK,0,0,0,Mutula KilonzoJR CBS,0,0,cluster_4,,,,,,,,,,
sephora,BTC,0,0,0,Sephora,0,0,cluster_4,,,,,,,,,,
slyvirtherin,BTC,14,5279,955,🍀slyvirtherin🍀 @RichQUACK,0,1330,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
smartsportguru,BTC,152,7926,20258,sports guru,3,1256,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5136870741844177,0.013745300471782684,8.034327507019043
sneepzii,BTC,33,1231,1015,Lhan Benedicto,0,175,cluster_4,4.0,4.0,1.0,1.0,2.0,8.0,0.0,0.6323283240199089,0.2437395565211773,4.4062042236328125
sonsoulcannnnn,BTC,388,3061,2191,Sonsoulcannnnnnnn,0,400,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7747992873191833,0.2855430841445923,9.55587100982666
stiijeon,LINK,0,0,0,S⁷JJK|TUTOR SMA📌,0,0,cluster_4,,,,,,,,,,
surfsurgeon,ETH,129,11740,14190,Surfsurgeon,1,88,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5017390847206116,0.230451300740242,7.070419788360596
swartzcityx20,BTC,67,31525,20195,Isabella 🍀,1,1876,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
syck28_60,BTC,28,18836,190,God—ย้อย (IO),0,174,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
t1994720,LINK,0,0,0,たんྀི🚿コラボ依頼受付中,0,0,cluster_4,,,,,,,,,,
t_wa1436h,LINK,0,0,0,ثانوية الوادي الأهلية,0,0,cluster_4,,,,,,,,,,
tappy1236,BTC,202,2761,15584,たっぴー🧸🍀,2,753,cluster_4,4.0,4.0,1.0,1.0,2.0,8.0,0.0,,,
theboystan,LINK,0,0,0,clown of karol⚡,0,0,cluster_4,,,,,,,,,,
thecryptomewtwo,LINK,0,0,0,The Crypto Mewtwo,0,0,cluster_4,,,,,,,,,,
theironb4t,BTC,98,1601,1794,IronBat ⚡,0,374,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4137865900993347,0.08730031549930573,3.811389446258545
tirsit84874796,ETH,0,0,0,Tirsit,0,0,cluster_4,,,,,,,,,,
tommycl79669410,ETH2,0,0,0,TC_XRP,0,0,cluster_4,,,,,,,,,,
traderhankhill,BTC,0,0,0,"CryptoHank (🎩,🎩)",0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
transformnft,ETH,0,0,0,TRANSFORM,0,0,cluster_4,,,,,,,,,,
vadim30662852,ETH,0,0,0,Вадим,0,0,cluster_4,,,,,,,,,,
vahidre69168217,BTC,9,872,612,vahid rezaei,0,306,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5170217752456665,0.1502515971660614,5.834861755371094
vanessabeeley,LINK,0,0,0,vanessa beeley,0,0,cluster_4,,,,,,,,,,
venanalysis,LINK,0,0,0,venezuelanalysis.com,0,0,cluster_4,,,,,,,,,,
vkobya,BTC,56,115,380,veysel kobya,0,703,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.801397442817688,0.3640884757041931,9.105535507202148
walerikus,ETH2,0,0,0,Valerios Baglaridis,0,0,cluster_4,,,,,,,,,,
xrcaustralia,BTC,238,7009,14086,xRhodium Australia,4,96,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8627496957778931,0.13123230636119843,5.919396877288818
xummsupport,DOGE,0,0,0,XUMM Support,0,0,cluster_4,,,,,,,,,,
yasinyildizyy,BTC,122,297,286,Yasin Yıldız,0,189,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9591286778450012,0.36352023482322693,8.494977951049805
0xcloudz,DOGE,0,0,0,Cloudz ◎,0,0,cluster_4,,,,,,,,,,
0xwhy,SOL,0,0,0,0xWhy?,0,0,cluster_4,,,,,,,,,,
1kasssab,BTC,11221,3917,427,Kassab 🇸🇦 كـسّـاب,116,525,cluster_4,3.0,6.0,2.0,4.0,6.0,9.0,-0.33,0.5074626803398132,0.014925372786819935,11.507938385009766
3amjen,LINK,0,0,0,Jennifer,0,0,cluster_4,,,,,,,,,,
7rfkwfquovhwhzl,ETH,0,0,0,Ибрагим Зейналов,0,0,cluster_4,,,,,,,,,,
__okuribito_,BTC,156,1930,2099,目指せ億り人（＠Hidepiyochan）,1,762,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6367655396461487,0.18544968962669373,4.286409854888916
abdulrojak00,BTC,5,23,12,Abdul Rojak,0,21,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.021593624725937843,0.31441569328308105,4.869964122772217
akbar18050415,ETH,0,0,0,Akbar,0,0,cluster_4,,,,,,,,,,
alaalamart,LINK,0,0,0,Skidipboyyyy,0,0,cluster_4,,,,,,,,,,
alexfaithdarby,BTC,6,187,954,Alex Bacon,1,126,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0001471164432587102,0.4080039858818054,9.017742156982422
anarcocabeludo,LINK,0,0,0,é que a galera ta fumando demais,0,0,cluster_4,,,,,,,,,,
andrafi14026519,SOL,0,0,0,Andra Firmansyah,0,0,cluster_4,,,,,,,,,,
avaxman19,BTC,82,664,914,𝙰 𝚅 𝙰 𝚇 𝙼 𝙰 𝙽 𝟷 𝟿🔺,2,106,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7861383557319641,0.21226546168327332,6.4632463455200195
beartruckr,LINK,0,0,0,Top4BearTruckers,0,0,cluster_4,,,,,,,,,,
blacktarzanx,LINK,0,0,0,BlackTarzanX,0,0,cluster_4,,,,,,,,,,
bluechipsentp,BTC,576,1051,2137,Blue Chips,2,1413,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.045981988310813904,0.19626140594482422,5.9310126304626465
bokegami,LINK,0,0,0,YOUTUBE 登録感謝🤣ボケ神🤣,0,0,cluster_4,,,,,,,,,,
brunosomusic,SOL,0,0,0,Brunoso,0,0,cluster_4,,,,,,,,,,
burcukaramuklu,SOL,0,0,0,Burcu karamuklu,0,0,cluster_4,,,,,,,,,,
cassiecoldbrew,LINK,0,0,0,Cassie✨ Christmas time🎁,0,0,cluster_4,,,,,,,,,,
cekilishunter,BTC,24,115,79,giveaway hunter,0,111,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.801397442817688,0.3640884757041931,9.105535507202148
celflowers,ETH,1119,15033,18292,Celflowers,6,2923,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.6497002243995667,0.15149196237325668,6.866214275360107
charlesdobrazil,SOL,0,0,0,D Veloso,0,0,cluster_4,,,,,,,,,,
chidionye1709,SOL,0,0,0,Chidimma,0,0,cluster_4,,,,,,,,,,
clideprod,BTC,169,26120,59517,KC 𝐑𝐮𝐛’𝐬,3,855,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7162951827049255,0.300123929977417,9.742962837219238
coin_sokuho_,BTC,5088,10847,2014,コイン速報@ 仮想通貨ニュース・暗号資産情報・NFT・5chまとめ,27,4655,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
crazyjn87,DOGE,0,0,0,Jing Zhang,0,0,cluster_4,,,,,,,,,,
creaturetoadz,ETH,0,0,0,CreatureToadz NFT,0,0,cluster_4,0.0,3.0,0.0,2.0,2.0,3.0,-1.0,,,
cryptogemshills,SHIB,0,0,0,Hera Crypto 💎,0,0,cluster_4,,,,,,,,,,
cryptogrease8,ETH,158,85,120,Reese,1,131,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.15857218205928802,0.22884060442447662,4.557896614074707
dannycharts,ETH2,339,4497,10233,Danny Charts 🦡 🧊,5,669,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.07615429162979126,0.22079376876354218,6.018458843231201
di_dishy,LINK,0,0,0,🦊 Dishy 🦡,0,0,cluster_4,,,,,,,,,,
doom37455413,LINK,0,0,0,doom,0,0,cluster_4,,,,,,,,,,
dpri142,BTC,1419,21259,6552,ᗪ尸尺讠丨丩己,1,4241,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
dreadlift,ETH2,0,0,0,Butter Slide,0,0,cluster_4,,,,,,,,,,
ecarg_gnizama,BTC,7,67,43,worthlessly.useless,0,63,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6847935318946838,0.3173225522041321,5.739741325378418
ericklein_,SOL,0,0,0,Eric Klein,0,0,cluster_4,,,,,,,,,,
fleeboyjetson1,BTC,679,1279,941,THE ONE & ONLY,0,32,cluster_4,1.0,1.0,3.0,1.0,4.0,2.0,0.0,0.3402765989303589,0.13387802243232727,5.492049694061279
fparabacuto,BTC,900,9680,11478,Fidel Parabacuto,4,2841,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.19933320581912994,0.2829328179359436,8.603182792663574
freshcrypto8,ETH2,0,0,0,ADAM,0,0,cluster_4,,,,,,,,,,
galoymoney,BTC,0,0,0,Galoy,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
garip_yolcu00,ETH,0,0,0,Son Yolcu,0,0,cluster_4,,,,,,,,,,
gulzar9927,BTC,2701,28488,20082,Ahmad (S.M.),0,1889,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
gus_constantine,ETH,2933,19636,83861,Gus Constantine,23,1441,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6984447836875916,0.2591012120246887,6.9944281578063965
hallowsivy_,LINK,0,0,0,Ivy ✨ Gorou Plush Preorders Open,0,0,cluster_4,,,,,,,,,,
hariinibigwin,BTC,52,13854,4691,Jaemcityx_77,0,3004,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.45025238394737244,0.14737039804458618,5.323541164398193
iingwen,SHIB,0,0,0,蔡英文 Tsai Ing-wen,0,0,cluster_4,,,,,,,,,,
imheavyweight,LINK,0,0,0,Jesse Is Heavyweight 🤖,0,0,cluster_4,,,,,,,,,,
irahul97,BTC,449,1770,3120,RA h UL Ji 'भाजपा पीड़ित बेरोजगार',0,777,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5074626803398132,0.014925372786819935,11.507938385009766
jaoha0626,BTC,230,338267,12325,😺🍑 ยัยคนน่ารักเอ๊ยยย 🐰🍓,4,776,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
jaorc7,LINK,0,0,0,👺Rayane👺,0,0,cluster_4,,,,,,,,,,
jjiecityx,BTC,117,10444,11778,mega,0,1779,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.2670370042324066,0.14229454100131989,5.554157257080078
joshramano,ETH2,0,0,0,Josh Ramano,0,0,cluster_4,,,,,,,,,,
jtheretohelp1,ETH,0,0,0,JT ✝️,0,0,cluster_4,1.0,4.0,1.0,4.0,5.0,5.0,-0.6,0.2941839098930359,0.24985159933567047,6.105769634246826
just_h0dl,BTC,168,6080,9944,.::. J U S T H O D L .::.,1,658,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9114611744880676,0.19742123782634735,11.248319625854492
kelschima,BTC,970,46204,40849,K E L S,1,198,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.1983170211315155,0.242054283618927,6.3738484382629395
konohimefr,ETH2,3460,2113,3239,Konohime,68,810,cluster_4,2.0,3.0,1.0,2.0,3.0,5.0,-0.2,0.5201258920133114,0.37043505907058716,8.910927295684814
kthcityxx,BTC,402,109543,74471,thr new year🧸,3,4822,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
lcdizzle1,ETH,50,395,315,LCDIZZLE,0,114,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7436057329177856,0.16267257928848267,5.383610725402832
leviklipsch,BTC,0,199,2781,𝕃𝕖𝕧𝕚,0,37,cluster_4,6.0,6.0,1.0,1.0,2.0,12.0,0.0,0.31418533995747566,0.263698972761631,5.823457717895508
loco58356393,ETH2,0,0,0,Loco,0,0,cluster_4,,,,,,,,,,
lrevolucionxl,ETH,652,103087,68370,#LeaveALegacy ,6,345,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9337500333786011,0.203022763133049,4.955388069152832
marnesto010,BTC,5,337,375,El ErNe,1,91,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.18233607709407806,0.24767519533634186,8.741830825805664
masanari6,SOL,0,0,0,和田雅成,0,0,cluster_4,,,,,,,,,,
mayhosbercin,BTC,0,25,0,Berçin Mayhoş,0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5580641627311707,0.07184530794620514,5.446722507476807
mohdtal10735958,LINK,0,0,0,Mohd Talib,0,0,cluster_4,,,,,,,,,,
mthart12,LINK,0,0,0,MT Hart,0,0,cluster_4,,,,,,,,,,
mysterionqq,BTC,165,850,679,BCRC Mysterion,0,240,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4493693709373474,0.10126127302646637,2.9277143478393555
nascimentoab,BTC,676,20948,26007,@nascimentoab 🇧🇷,29,569,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.030993057414889336,0.1954985111951828,8.15627670288086
ninoenino2020,SOL,0,0,0,Nino e Nino,0,0,cluster_4,,,,,,,,,,
