id,twitter_query,followers_count,statuses_count,favourites_count,name,listed_count,friends_count,cluster
anbu_ajith_,LINK,2072,64773,101840,ANBU AJITH,0,982,cluster_0
andres17m121,SHIB,21,448,276,Andrés Martínez,1,396,cluster_0
andyshaiey,LINK,1417,21909,36071,ً,13,737,cluster_0
ankitshukla2654,SOL,43,1203,700,ANKIT SHUKLA,0,720,cluster_0
arbroathfc,LINK,11664,21119,14926,Arbroath FC,159,159,cluster_0
arterinca1,LINK,4,59,106,Arterinca,0,49,cluster_0
ashleyhiltons,SHIB,155,1215,907,Ashley Hilton,1,123,cluster_0
axelfranz05,SHIB,55,28258,7231,🎄🎅🎁aRaR_05🎅🎁🎄,0,5001,cluster_0
azizahjijeng,SOL,0,0,0,Neng Jijeng,0,0,cluster_0
bada_olaoluwa,SOL,0,0,0,Bada Olaoluwa,0,0,cluster_0
bagaste64,SHIB,3,14,12,Bagas,0,9,cluster_0
ballid13,LINK,117,1430,913,Dmitriy,0,915,cluster_0
bariskazak4,SOL,24,862,6909,bariskazak,0,109,cluster_0
bayat_jafar,SHIB,69,1681,934,Jafar Bayat,0,44,cluster_0
be_bakht,SHIB,1,44,29,1 Frishtey Be Bakht,0,77,cluster_0
billygunnsitcom,LINK,1895,1467,1897,"""The One"" Billy Gunn Remaking the 80s-90s",2,2501,cluster_0
blackpearl_416,LINK,0,0,0,BLACKPEARL-MOVIE-TOY-SHOP,0,0,cluster_0
bobbyfischer162,SOL,9,346,2842,Magnus carlsen,0,43,cluster_0
bossjitu1,SHIB,122,2930,8080,Boss_Jitu,0,154,cluster_0
boy_tars,LINK,1,11,11,BOY,0,10,cluster_0
br0ughy,LINK,450,15210,129801,Confused bork,3,631,cluster_0
braleqo09,SOL,292,30173,6571,braledane131415,2,2599,cluster_0
bryanmo77634957,SHIB,62,488,735,Bryan Montgomery,0,269,cluster_0
bunchubets,SOL,5740,20393,41894,bunchu.eth,61,3649,cluster_0
busyjoel,SOL,86,1429,574,Joel,0,726,cluster_0
buzville,LINK,771,8093,4504,Jack Burrows,16,424,cluster_0
c91274779,LINK,5,235,9,vui,0,389,cluster_0
canalfutura,LINK,0,0,0,canalfutura,0,0,cluster_0
canivar06,LINK,197,945,2589,Mr Thoongs,2,290,cluster_0
captaintamim2,SHIB,1,224,193,Captain Tamim,0,88,cluster_0
cassimiropat,SOL,0,0,0,Paty Bi da Libertadores,0,0,cluster_0
cbddalgi,SOL,604,57759,51239,balqis🍑,1,3864,cluster_0
celso_guarei,SOL,656,24772,13997,《СЭ𐐢𐐠𐐅 🛸 Ꚁ𐐤Ҭ𐐅𐐤1𐐅》,11,1315,cluster_0
cesarruiz1988,SOL,133,2976,9109,Mining Crypto,0,114,cluster_0
chinazilla,SHIB,0,0,0,Chinazilla,0,0,cluster_0
chlno11,SOL,111,737,365,CHLNO1,1,565,cluster_0
chocpudd,LINK,2359,36567,215901,Epicfail 💚🤦‍♀️ 💉💉,7,3911,cluster_0
christi40013017,LINK,103,25433,28915,Christiane,0,852,cluster_0
chriswillx,LINK,55888,29890,16421,Chris Williamson,193,99,cluster_0
cipto82040749,SHIB,1233,1250,1340,Cipto,0,3103,cluster_0
connie10101991,LINK,0,0,0,Connie Fernandes,0,0,cluster_0
cosgravetracy,LINK,484,2531,5853,Tracy cosgrave,1,248,cluster_0
covidbitch19,LINK,33,5592,3417,COVID 19,0,176,cluster_0
cryptomasternft,SOL,5,45,0,The Wolf Of Crypto,0,12,cluster_0
cryptopixelman,SOL,230,266,4000,CryptoPixelMan,0,276,cluster_0
cryptopunk4052,ETH2,0,0,0,Punk4052,0,0,cluster_0
cute_tripper,LINK,735,3436,99,cute_tripper,0,622,cluster_0
cutegothelle,LINK,226725,42768,20758,elle🍒 $3 sale,502,818,cluster_0
cyavra,SOL,145,8760,1906,vara,0,1496,cluster_0
dabislilcumslut,LINK,154,19979,2177,dynabitch,0,36,cluster_0
datteblyat,LINK,51,270,5086,KAMI,0,262,cluster_0
davislllll,LINK,586,544,470,Ali Davodi,4,1225,cluster_0
ddana_love_roha,SOL,2,355,257,따나선장뿌뿌🐣,0,10,cluster_0
decentamerican1,LINK,1888,45402,2126,DecentAmerican,7,3074,cluster_0
dharsiddhartho,DOGE,0,14,12,Siddhartho Dhar Arnab,0,53,cluster_0
dhwayan,LINK,15169,94717,5240,د. محمد الضويان,48,2444,cluster_0
diswincityx,SHIB,61,22387,4079,dis bigwin🔮,1,4575,cluster_0
doannggl,SOL,11,252,468,ChrisDo,0,24,cluster_0
doughmoe,SHIB,279,12231,28266,DoughMoe,2,580,cluster_0
ebolloc,SHIB,17,1210,917,EBOLLO CEDRIC,1,384,cluster_0
edmplurmotions,DOGE,0,0,0,EDM PLURmotions,0,0,cluster_0
edyafriyanto4,LINK,12,752,520,Edy afriyanto,0,406,cluster_0
egckeepsgrowing,DOGE,139,141,99,EGC EverGrowCoin,0,39,cluster_0
emeraldochen,LINK,185,8448,464,Emeraldo Michelle,0,264,cluster_0
emrahkandemr1,SOL,14,234,97,Ceteris Paribus,0,132,cluster_0
esdecabeza,SOL,184,24603,53199,Man🅤 Medina,13,87,cluster_0
ewzka,LINK,799,15782,235,.,0,803,cluster_0
feyluckywin,SOL,227,4730,1011,FEY WIN YUK,0,1063,cluster_0
fortniteesp_,SOL,0,0,0,Fortnite Info,0,0,cluster_0
franckmontoyap,ETH2,0,0,0,Franck Montoya,0,0,cluster_0
fri_rog,SOL,528,4834,1881,Naf_Rog,0,532,cluster_0
froilandimla,SHIB,15,7,6,FROILAN DIMLA JR,0,13,cluster_0
galaxier07,SOL,80,888,2181,Chad,1,1229,cluster_0
gamingsourav15,LINK,0,13,1,GAMING SOURAV,0,7,cluster_0
goopetit,LINK,827,52991,83851,trixx,2,951,cluster_0
gotsav,LINK,2552,22740,96099,💙,3,966,cluster_0
gum_taisei,SOL,0,0,0,G.U.M TAISEI,0,0,cluster_0
gusgahenry,SOL,847,11441,19224,𝐠𝐮𝐬𝐠𝐚,4,2456,cluster_0
guzelligebakin,LINK,0,0,0,şunun güzelliğine bak,0,0,cluster_0
hardywarrior88,SOL,118,8789,87042,Mahad Cross,0,418,cluster_0
hazardcyrus,SOL,1299,20819,56570,Hazard 🌞 👑 📐,13,1657,cluster_0
haziqaa_,LINK,176,53227,7464,Haziq 🇲🇾🇵🇸🏴,0,146,cluster_0
henrybrigham1,LINK,63,232,810,Henry Brigham,0,142,cluster_0
hmero31,LINK,251,28924,26615,Armagedón Apocalipsis,1,1197,cluster_0
hodlersbaby,SHIB,264,8044,5848,$BabyDoge,2,235,cluster_0
holalibertad_,SOL,1302,150630,92997,HolaLibertad_ 🇪🇦 ❥✞‏ن 💚🇨🇱🇦🇷🇲🇽🇺🇸🇮🇹🇮🇱,10,5000,cluster_0
homanchan4,SOL,295,6115,15188,"👻Random Crypto Guy (🏡, 🐱)👻",0,487,cluster_0
hoonrollz,SOL,0,0,0,ni_ki no.1,0,0,cluster_0
humanstew,LINK,5153,5726,225,TAHIR SHAH,111,4002,cluster_0
iam_bitcoiner,SHIB,282,4595,31450,₿𝚒𝚝𝚌𝚘𝚒𝚗𝚎𝚛,0,88,cluster_0
iam_simzz,SOL,1545,17356,12446,Sam,0,2758,cluster_0
iamsangram7,SOL,154,1828,987,Samuel(sangram731.near),1,680,cluster_0
idris077962832,LINK,19,799,2915,Idris,0,193,cluster_0
illuminatedbab3,ETH,4,23,156,Illuminatedbabe,1,99,cluster_0
ilovegirls_s,LINK,270,7416,11494,i love women,2,961,cluster_0
im_not_a_doge,DOGE,911,5676,54887,🏺𝘏𝘦𝘣𝘦 + 3 𝘊𝘦𝘳𝘣𝘦𝘳𝘶𝘴 𝘔𝘢𝘺𝘷𝘪𝘯🐶,21,1452,cluster_0
imagine_pi,SOL,419,2019,2044,IMAGINE,7,286,cluster_0
intellectard,LINK,208,11273,12539,Fuggit,0,208,cluster_0
irshadnew,DOGE,105,7033,4750,Irshad Alam New Delhi India,0,393,cluster_0
jacobawright96,LINK,522,10390,15401,Jacob Wright,9,859,cluster_0
jag2kn,SOL,716,95562,76342,Jorge González 🐧 🥑🐝,20,516,cluster_0
jal9000nacional,SOL,231,65965,31637,jal9000,2,248,cluster_0
james09946355,LINK,6,257,119,james,1,220,cluster_0
james_princely1,LINK,1,6,4,Ajima James,0,7,cluster_0
janwar3122,SOL,0,0,0,janwar31,0,0,cluster_0
jaylenavm,SOL,5,8,6,jaylenav mcclure,0,19,cluster_0
jazzy_eth,ETH,0,0,0,JAZZΞ,0,0,cluster_0
jbcabrillos,LINK,89,19372,18395,JBC 🖤❤️ IA,0,87,cluster_0
jeffholland123,ETH,0,0,0,Jefferson holland,0,0,cluster_0
johnfis71377024,LINK,588,21881,41268,John Fisher,2,2328,cluster_0
josesot15561047,SOL,1145,1943,2059,J_sot,4,1271,cluster_0
justandrexy,SHIB,50,26609,3972,anvicf_,0,4925,cluster_0
jwxskzn,LINK,239,13304,26464,Joan,4,178,cluster_0
jyop_l,LINK,168,220770,2304,หมวยเร้กก ꪔ̤̱ ft. December wish🧁,1,397,cluster_0
karamba68,SOL,582,58857,19475,KayD,14,692,cluster_0
kau678045562,LINK,150,300,205,novinho,0,593,cluster_0
kaybaby_55,LINK,421,394,201,Miss Rose 🌹,1,133,cluster_0
kbmpiecectrl,LINK,0,4,1,piecectrl KBM,0,3,cluster_0
kelomartnez1,LINK,474,24411,40196,Miguel  Martínez Amondarain,0,1578,cluster_0
kendal_xoxo,LINK,0,0,0,"💋KENDAL💋Canadian Beauty, ❤️TORONTO Nov 5-8",0,0,cluster_0
kenmysexylove,LINK,428,7523,8651,dannygurl🐔 - ҳʑ ₀₂🃏,0,568,cluster_0
kevin56668270,SHIB,62,2036,999,kevin,2,680,cluster_0
kiganyi_,LINK,290761,202029,59866,M A G I R I,70,926,cluster_0
kimihair,LINK,406,11030,8104,kim,4,349,cluster_0
kingdomofcrypt1,SOL,154,207,79,King Of Crypto,0,55,cluster_0
knnyclr,SHIB,256,4568,12378,kei⁷,0,1276,cluster_0
kobirshariear,LINK,27,885,490,Shariear Kobir,0,472,cluster_0
koi33779611,LINK,3,49,654,Corin sertal,0,55,cluster_0
krystal83190722,LINK,1,474,0,Krystal Mejia,0,0,cluster_0
ksumnole_no1,ETH,0,0,0,Hungry!,0,0,cluster_0
kuy_hijrahh,LINK,9,166,163,Kuy Hijrah,0,179,cluster_0
laxmangour12,SHIB,57,627,1278,Dr. LAXMAN GOUR,3,794,cluster_0
lebabysitterbio,SOL,0,0,0,La Zone CEMAC!,0,0,cluster_0
legendaryshib,SHIB,71,318,422,Legendary Shib 🔥,0,14,cluster_0
leo_tuitta,LINK,1170,17088,95489,Léo 🍫💦,0,1678,cluster_0
lex_dark_,LINK,10626,14870,50962,LEX🥂❤️‍🩹,37,245,cluster_0
liamy1983,LINK,81,3043,10285,Liam Murphy,0,305,cluster_0
lilibeamn,LINK,10,10895,46093,Lili,0,350,cluster_0
link_rubis,LINK,58,15642,49954,Rubis Link,0,438,cluster_0
livih_th,LINK,127,783,13429,֗𓄼🧺𓂅 𝙡𝙞𝘵𝘩𝘢 ！﹆,2,154,cluster_0
lovegroovy3,SHIB,890,751,6858,B,2,571,cluster_0
m12263851brenda,LINK,14785,352923,77313,Brenda Marsh,676,6554,cluster_0
maheshp461212,SHIB,1,20,1,Mahesh Pathare,1,33,cluster_0
mailsanne,SHIB,481,15569,5347,S@~~€ 💉💉💉🦇🐝,8,737,cluster_0
mainkoin,ETH2,0,0,0,"M∀in Crypto (🐋,🐃 )(🏔️,🔺)",0,0,cluster_0
malumaciel27,LINK,894,961,7389,Malu Lovezinho ♡ ☀️,1,177,cluster_0
manishb99557915,DOGE,21,874,1391,Manish Bhatt,0,134,cluster_0
manulugorkem,SOL,1456,5204,1806,hg,7,209,cluster_0
marengjungwon,SHIB,81,29297,18739,jay- follow limit,0,5000,cluster_0
margare19543919,SOL,21,442,875,Margareth,0,184,cluster_0
me_namuj,SOL,9,1061,405,Leh ⁷,0,36,cluster_0
me_reys,LINK,392,54710,113657,💎AteReys_ACEs🐯,0,577,cluster_0
mea_multan,LINK,249,2642,1608,Iqbal Asif,0,3432,cluster_0
meerkatintern,SOL,0,0,0,Meerkat Intern,0,0,cluster_0
meimo12,LINK,436,9515,5157,Maria,12,130,cluster_0
mekonneneyasu,ETH2,68,2312,3018,Aletu,1,179,cluster_0
melany_juarez,SHIB,289,5100,733,Melany Osorio J.,0,774,cluster_0
meshesha77,ETH2,5,77,85,Tsega,0,186,cluster_0
meylatte00,LINK,79,9854,1854,mey ⊰⊹ฺ mt after dm/fast respond to wa,0,116,cluster_0
mfembitch,LINK,25,1288,1242,MissFembitch,0,22,cluster_0
michel53470243,SOL,567,54567,37437,L' essarteur,2,471,cluster_0
miguelvlim,SOL,14,92,131,MIGZ (33.3%),0,144,cluster_0
miixxiiw,LINK,594,13553,666,Raivano,11,587,cluster_0
miloszmichalak,SHIB,1,74,148,Miłosz,0,62,cluster_0
mo0_min,LINK,215,5598,1096,⁺◦ M͜͡Ⓝ ↺ nov wish @ pin,0,79,cluster_0
moch_koclox,SHIB,2211,19264,44251,follower kóclóx 🇲🇨,1,3884,cluster_0
morning_star0,SHIB,129,472,2676,EMRE MORNİNGSTAR,0,858,cluster_0
mphil2021,SHIB,2,22,6,MR.PHIL2021,0,93,cluster_0
ms_cbew,LINK,1195,50877,42420,Carletha Bew,58,3050,cluster_0
nfthaberleri,SOL,83,2352,1276,NFT Haberleri,2,1133,cluster_0
nftyahshuruwn,SHIB,203,1778,2383,yahshuruwn,1,706,cluster_0
nfutcards,LINK,0,0,0,nfutcards,0,0,cluster_0
ngduc93,DOGE,0,3,2,nguyễn minh đức,0,2,cluster_0
ngreatstag,LINK,146,327,286,Noa Greatstag,1,216,cluster_0
nikikudrin,LINK,12,752,591,Nikita Kudrin,0,382,cluster_0
nimapirbavaghar,DOGE,5,64,38,nima.pirbavaghar,0,405,cluster_0
nofrita84,SHIB,283,62842,15523,Nofrita Little Princess,1,4713,cluster_0
nontackmonsta,LINK,101,52973,7594,노조미🐢･ㅂ･🐺のじょみ🍏,4,542,cluster_0
norman18349020,SHIB,0,0,0,Norman,0,0,cluster_0
nuvolaterra,LINK,45,3366,3140,Azienda Informatica Nuvola & Terra,1,810,cluster_0
obasaoluwakayo2,LINK,5,25,8,OBASA OLUWAKAYODE SAMUEL,0,46,cluster_0
oddooddo8,LINK,64,38857,30799,Oddo Oddo,0,47,cluster_0
ogundiranayomi5,SOL,45,458,186,Ogundiran Ayomide,0,210,cluster_0
ohgeezfootball,LINK,4689,23405,30632,Genius Football Morty,5,4970,cluster_0
oldboatie,LINK,0,0,0,Emma Weisblatt,0,0,cluster_0
onurakba2,SOL,44,2554,2332,Onur Akbaş,0,856,cluster_0
otebatabusayo,LINK,8107,114330,27484,B.U.S.A.Y.O.M.I..💦,9,4278,cluster_0
otukeyo88,LINK,1,125,11,beng_beng,0,19,cluster_0
paperexe,LINK,228,92346,131648,PaperMan.EXE,1,468,cluster_0
patrickkeltron,BTC,0,0,0,Patrick ☘️,0,0,cluster_0
pdrpsko,SOL,1,21,41,zfr bdr,0,27,cluster_0
phitxsz,SOL,82,3586,10262,Mx 🏳️‍🌈,0,327,cluster_0
phongungtram3,SOL,30,83,68,NguyenNguyen3,0,157,cluster_0
phonystylex1,SOL,112,3504,1197,Phony Stylex,0,2008,cluster_0
pleasenocandies,SOL,0,0,0,cristal❄️,0,0,cluster_0
po1861,LINK,59,177,109,Crazy67,1,303,cluster_0
pradyum53691845,SHIB,5,229,365,Pradyumna Mohanty,0,109,cluster_0
profarmani,LINK,0,0,0,Prof. Andrea Armani,0,0,cluster_0
proffalex,SHIB,22,73,274,Tumlaren (Swedish Whale),1,319,cluster_0
pshxxxx,SOL,153,19605,10843,🛒,1,3603,cluster_0
queent46344698,SOL,45,85,55,QueenT,0,85,cluster_0
r44171598,SOL,0,0,0,Cute Bitcoin Lovers,0,0,cluster_0
rafasilva30_,SOL,227,29210,53251,MD🛸,0,768,cluster_0
ralyenzo,LINK,0,140,62,rey alyenzo,0,84,cluster_0
raplume,SOL,607763,26968,12809,RAPLUME,439,633,cluster_0
ravi06309024,SOL,6,1635,766,Ravi,2,617,cluster_0
rdlstocktalk,LINK,0,0,0,RDL's_Stock_Talk,0,0,cluster_0
realbsp3,SHIB,187,7176,6287,BSP3,0,356,cluster_0
realms_zx,SHIB,35,418,592,⁶⁹,0,838,cluster_0
reiderriego,SHIB,96,17044,8998,Reider Riego,1,3013,cluster_0
reyes_kaile,SHIB,55,9899,2041,Kaile's Reyes,0,1727,cluster_0
ri_ri_82,LINK,1905,57071,1652,りまฅ˙Ⱉ˙ฅ,19,4959,cluster_0
rochajo,SOL,217,13984,32773,Jô 🌼😷,0,596,cluster_0
rogerlogic11,SHIB,812,2835,4544,DogeHogeShiba,0,533,cluster_0
roxannered_,LINK,40656,39408,44668,FANSLY: RoxanneRedlight,53,2437,cluster_0
ruhulaminrakib,SHIB,30,878,1019,RuhulAminRakib,1,176,cluster_0
sabayi1988,LINK,11,259,172,saba,0,178,cluster_0
sabelcityx,SHIB,34,725,470,🐧,0,348,cluster_0
salma82511420,LINK,9,63,84,Salma,0,20,cluster_0
salt_fueled,LINK,37,10917,97702,Fueled By Salt,0,116,cluster_0
sanmijohn_sj,SOL,946,3559,7668,Sanmi John,6,1991,cluster_0
sav13671620,LINK,42,948,7165,sav,0,1180,cluster_0
savillesid,SHIB,0,0,0,Sid Saville,0,0,cluster_0
selcukaratemur,SOL,9,991,694,Selçuk,0,213,cluster_0
shenoybr,LINK,1236,13911,7158,Ramnath Shenoy,0,1254,cluster_0
shibakenfinance,SHIB,0,0,0,Shibaken Finance,0,0,cluster_0
shining99_,SHIB,967,42935,10724,🤡,5,2456,cluster_0
sinan2608414295,SOL,1,19,25,Sinan26,0,40,cluster_0
siregar40334713,LINK,26,1744,1167,Siregar,0,672,cluster_0
siva64554562,SOL,47,1789,754,☯TERABAP✞✞✞™,2,880,cluster_0
sohyunbigwin,SHIB,73,24627,11336,bismillah BIGWIN,0,2446,cluster_0
sol_rene14,SOL,336,5242,3252,Rene Speaking Out Loud,3,812,cluster_0
sonu6168185,LINK,43,1192,1146,Sandy 🇮🇳,2,957,cluster_0
staycuniverse,LINK,0,0,0,STAYC Universe,0,0,cluster_0
stevek161,SHIB,26,201,181,stevek,0,77,cluster_0
studio__88,LINK,0,0,0,STUDIO/88,0,0,cluster_0
swagnurse1,LINK,0,0,0,Liquorose Stan🦁🌹🥃,0,0,cluster_0
szoges,ETH2,0,0,0,szögi-Gabor Szollosi,0,0,cluster_0
tanvirazad2020,LINK,9,346,188,Tanvir Azad Tushar,0,269,cluster_0
tcrpytolark,SOL,1,10,3,Lark Davis,0,1,cluster_0
tethswife,LINK,0,0,0,mouse 💜⚢ #girlboss,0,0,cluster_0
th33bo1,LINK,7,1471,1793,Le_Bo1,0,234,cluster_0
tharunarthanari,SOL,7,629,331,Tharun,0,80,cluster_0
thatpiff__,LINK,1105,64859,6341,sasha🤨,2,568,cluster_0
the_bdon,SHIB,171,598,493,The Blockchain Don,0,70,cluster_0
thecolorofhoney,LINK,3562,39834,23256,CEO Honey,1,1272,cluster_0
thedemcoalition,LINK,0,0,0,Democratic Coalition,0,0,cluster_0
therealairnova,SHIB,1635,29287,51345,Airnova🇨🇦♓️,15,4096,cluster_0
thesoulofdevote,LINK,216,48315,45661,Neeraj,0,0,cluster_0
timking08208160,SHIB,5,93,43,timking,0,73,cluster_0
timrshep,SHIB,37,250,337,Tim,0,143,cluster_0
tljb2,SHIB,122,709,771,ult,1,287,cluster_0
tokyo_ganesh,LINK,430,13476,15979,GANESH_TaRRRak 99_🌊,0,513,cluster_0
tomtweet4love,LINK,5,283,100,Tomtweet4love,1,152,cluster_0
toneemarino,LINK,0,0,0,Tonee Marino®,0,0,cluster_0
tphal1,SOL,6,136,81,Tphal,0,117,cluster_0
tqtrung2000,DOGE,0,4,0,trung,0,3,cluster_0
trademarketx,SOL,6,23,40,TradeMarket,0,88,cluster_0
true_paulgreen,ETH,0,0,0,Paul Green,0,0,cluster_0
turaylmaz11,BTC,0,0,0,Tuğra Yılmaz,0,0,cluster_0
turkmendagz,SOL,0,0,0,Абдалла за Свободу Навальному,0,0,cluster_0
undesa,LINK,0,0,0,UN DESA,0,0,cluster_0
uriel__0,SOL,2528,22743,81491,Ola,2,2565,cluster_0
veeeyyy__,SOL,208,2428,637,Veeeyyy,0,869,cluster_0
venters_michael,SOL,362,15757,12682,Michael Venters,1,2915,cluster_0
vheunjung,LINK,148,1345,5748,Eu⁴˖ .☁︎ ֺ | Jisoo Best Actress,0,187,cluster_0
yenethiopia1,ETH2,20,780,907,Yene Ethiopian,0,35,cluster_0
yeoyeon4,SHIB,273,14724,676,yeoyeon,3,1900,cluster_0
yourfavgaytwink,LINK,426,14298,6494,Twink 🏳️‍🌈,1,1585,cluster_0
yoxinoy4,SOL,260,13758,14316,🍀 🍀🍀🍀🍀,0,3000,cluster_0
yoyorulz,LINK,0,2,0,GamerBoy2.0 Crosbie,0,2,cluster_0
yumeet8take,LINK,1888,26640,52501,yumeet8take,22,1847,cluster_0
zodi_apure,SOL,0,0,0,ZODI 31 APURE,0,0,cluster_0
zorlumurat,SOL,0,0,0,Murat Zorlu,0,0,cluster_0
18thoseok,SHIB,7925,23678,19310,𝒎𝒆𝒊𝒋𝒊 🌟,2,5106,cluster_0
1donthavethink,LINK,71,2464,48547,jaman,0,774,cluster_0
2730mera,LINK,650,10821,17194,Jhunior Mera ⚽🏊‍♂️,0,1026,cluster_0
3huatecos,LINK,2173,100357,64715,Pedro Infante,0,1957,cluster_0
721dao_official,ETH,0,0,0,721DAO,0,0,cluster_0
__dect12,LINK,21,37026,1349,𝘁𝗰𝗲𝗱 🫀,0,108,cluster_0
__dozercemil,SOL,13,644,347,Dozer Cemil,0,166,cluster_0
_haru_link,LINK,181,12962,9483,𝗛𝗮𝗿𝘂-dlc스포,1,163,cluster_0
_polynim,LINK,453,8878,1107,PolyNim,6,663,cluster_0
adomusa467,SHIB,3,143,138,Adomusa467,0,61,cluster_0
adzkiyahilya89,SHIB,58,4709,3160,hilya Adzkiya🎉kia cantik,0,1504,cluster_0
aezirath,LINK,587,21275,47550,Aezirath (Pre-debut | Dragon-cat 🐲😸ENVtuber),19,997,cluster_0
afsanaxtweets,LINK,150,4611,3350,Afsana,0,114,cluster_0
aghaa0311,SHIB,14,443,90,Aghaa,0,333,cluster_0
ahmadhajiyev,SOL,9,386,287,Ahmad Hajiyev,0,175,cluster_0
aireayy,SHIB,44,12741,4387,Furrair /Freetag,0,2156,cluster_0
aje_466,BTC,0,0,0,قطب شاھی اعوان,0,0,cluster_0
al98cj,SOL,0,0,0,𝙅𝙖𝙚𝙝𝙮𝙪𝙠 👻,0,0,cluster_0
alexopera21,SOL,134,2825,2839,alexopera2,1,1406,cluster_0
algobolt,SOL,9,330,105,Casanova,0,281,cluster_0
aliasghar7366,SHIB,21,2419,1220,ali asghar,0,285,cluster_0
amie_emans,SOL,8,92,75,Amie Emans,0,86,cluster_0
aminealex6,DOGE,1,176,212,Amine,0,15,cluster_0
amsooolucky,SHIB,871,28784,42412,Lula 🍀BIGWIN🍀,6,3325,cluster_0
amyr93413429,SHIB,0,26,19,amyr,0,19,cluster_0
andreastuana,SOL,941,749,16669,Tuana,1,737,cluster_0
andreax39x3,LINK,1,20,17,✧Andrew✧ | BLITZERS~BOBBIN,0,11,cluster_0
anupom9,LINK,0,0,0,💕SpyKid💕,0,0,cluster_0
arialreitano15,LINK,4733,87758,23628,🌻🌿Arial Reitano🧶☕️,20,4788,cluster_0
arifightstwitt,LINK,73,15801,12093,Eeriel 💚 gf 🍅,3,109,cluster_0
aritra_9_mondal,LINK,65,2655,2692,Aritra Mondal 🚀,0,125,cluster_0
ashok__ab,LINK,1,22,11,Ashok Kumar,0,21,cluster_0
asklove231,SOL,452,266,79277,M,3,277,cluster_0
badlibrarian,LINK,1575,136094,177207,John Wright 🐌 Gyromancer 🐌,78,5000,cluster_0
badpriincezz,LINK,11,623,10457,BlackDahlia,4,24,cluster_0
baedite,LINK,203,1258,219,flallet FAST CONVERT,0,202,cluster_0
baji_door,SOL,0,0,0,Baji,0,0,cluster_0
beantelogcityx,SOL,54,14691,4561,wins 🍀🤞,0,2586,cluster_0
bellini_frank,LINK,204,6351,18012,Frank D Belini BWC 🍆 & BIG💦 - he 🩳 / she 👙 👑,1,4987,cluster_0
bhabhirubi,DOGE,0,0,0,Rubi Bhabhi,0,0,cluster_0
billionairezrow,LINK,2478,729,408,BMR,3,31,cluster_0
blazee_bhadd20,LINK,2501,16431,25282,🎈9|16 . 🥳♥️,4,4992,cluster_0
bluehrtly,SOL,38,3376,677,alea,0,491,cluster_0
boteo12,SOL,294,1388,2421,Murat,0,353,cluster_0
bouchon_dadou,SOL,4,153,192,Dadou,0,188,cluster_0
bribwsimms,SHIB,8,224,224,Bri,1,160,cluster_0
bruno_canice,SHIB,30,1073,1693,shabe_la,0,153,cluster_0
c42530204,SHIB,7,136,56,Burner,0,181,cluster_0
carlos21330546,LINK,6,141,100,Carlos,0,28,cluster_0
cellnumbertwo,LINK,315,4991,1800,Cell🌻 strong era,1,371,cluster_0
chandrababubil2,LINK,55,15528,83781,chandrababuJSP,0,275,cluster_0
charls020,SHIB,1571,2372,11851,Charls020 🦍🙌🏀🐧🎩🧱,9,1472,cluster_0
chulobillonario,SHIB,931,2695,3241,Chuloputas,1,236,cluster_0
cirenv_2,LINK,174913,55342,51705,Ciren Verde 1.6% 1️⃣7️⃣4️⃣K,544,1491,cluster_0
classylady2206,LINK,14220,128933,119222,Theresa  Hill,37,14584,cluster_0
classypepe19,SOL,17,794,488,Classy Pepe,1,644,cluster_0
cnallard3164201,SHIB,2792,4180,1436,DarthShiba316,0,243,cluster_0
coflowcomtr,BTC,0,0,0,Coflow Technology,0,0,cluster_0
coinmena,BTC,0,0,0,CoinMENA | كوين مينا,0,0,cluster_0
cookie12luv,SHIB,5174,2572,11431,𝔸𝕄ℂ✭Cookie🌻☀️🐝💛💙✭,10,4854,cluster_0
cryptocasiano,SHIB,72,7141,7283,CryptoCasiano,1,24,cluster_0
cryptog0pnik,SHIB,303,3743,3782,CryptoGopnik,0,137,cluster_0
ctb_christinatb,LINK,0,0,0,CTB Christina T Blaney,0,0,cluster_0
cutiejae_eon,SHIB,155,60758,11646,💝Rënëë Thã🎊💵,0,4975,cluster_0
cyslier,SHIB,59,1390,1388,anna cyslier aliyah,1,765,cluster_0
dain_rodelas,DOGE,19,2474,2135,$$$ CUTIE🍀,0,684,cluster_0
danielalfons26,LINK,3,262,55,DanielAlfonsus,0,92,cluster_0
dannydolla6,SOL,0,0,0,"DannyDolla$ (-π, π)",0,0,cluster_0
dariusdsimmons1,LINK,132,1231,26153,Darius D Simmons,0,1427,cluster_0
dark__ages,SOL,26,732,869,🇸🇦 ابو راكان,0,343,cluster_0
davewayne09,LINK,285,29090,37534,David Wayne Nystrom,13,910,cluster_0
davidmaduabuch7,LINK,23,211,111,David Maduabuchukwu,1,136,cluster_0
dcmcaptaindj,LINK,670,3503,762,Digital Comic Museum,23,105,cluster_0
deepanraj38787,LINK,0,19,1,Deepan Raj,0,62,cluster_0
destindy76,SHIB,65,17055,9597,Destindy@RichQUACK,1,2349,cluster_0
dewariii,SOL,362,4954,715,unyil | cek 📌,0,1361,cluster_0
dicky70554215,LINK,7,691,68,Dacyna,0,206,cluster_0
discover,LINK,102077,142988,1384,Discover,947,48,cluster_0
dkxyjhxjs,LINK,111,62970,50572,attacca 🎸,0,487,cluster_0
docuterror,LINK,0,0,0,The Docterr,0,0,cluster_0
